CSA_ID,Mailing_ST,Mailing_City,Mailing_State,Mailing_StateFIPS,Mailing_Zip,marketname,HQ_ST,HQ_City,HQ_State,HQ_StateFIPS,HQ_Zip,CSA_ManagerName,CSA_Email,CSA_Phone,CSA_Website,Available_Months,Available_Month1,Available_Month2,Available_Month3,Available_Month4,Available_Month5,Available_Month6,Available_Month7,Available_Month8,Available_Month9,Available_Month10,Available_Month11,Available_Month12,ProductList,CSA_organic,CSA_organicDesc,farming_practicesList,farming_practices_type_1,farming_practices_type_2,farming_practices_type_3,farming_practices_type_4,farming_practices_type_5,farming_practices_type_6,NumShares,ShareSizeList,SharesSize_full_half,SharesSize_full,SharesAvailablePurchaseDate,ItemsInShareBoxList,ItemsInShareBox_1,ItemsInShareBox_2,ItemsInShareBox_3,AccptdPmntList,AccptdPmnt_Cash,AccptdPmnt_Checks,AccptdPmnt_CreditCd,AccptdPmnt_SNAP,CSAPaymentTypeList,CSAPaymentType_1,CSAPaymentType_2,CSAPaymentType_3,CSAPaymentType_4,DeliverPickUpMethodList,DeliverPickUpMethod_1,DeliverPickUpMethod_2,DeliverPickUpMethod_3,DeliverPickUpMethod_4,NumNbrDelivery,NameNbrDelivery
3002121,,,,,,Hilltop Greenhouse and Farm,83204 300th Street,Ellendale,MN,27,56026,Gretchen Boldt,sales@hilltopgreenhouse.com,507-889-3271,https://www.hilltopgreenhouse.com,May; Jun; Jul; Aug; Sep; Oct; Nov; ,0,0,0,0,1,1,1,1,1,1,1,0,Cut flowers; Fresh/dried herbs; Fresh fruits; Fresh vegetables; ,2,,,0,0,0,0,0,0,69,Full shares; ,0,1,1/1/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; ,1,0,0,0, Deliver to neighborhood sites;  Deliver to subscribers’ workplaces; ,1,0,1,0,6,"Albert Lea ,Minnesota; Austin ,Minnesota; Blooming Prairie ,Minnesota; Owatonna ,Minnesota; Ellendale ,Minnesota; "
3003061,,,,,,HOG Farm,PO Box 256,Brookhaven,NY,36,11719,Jill and Sean Pilger,mail@hamletorganicgarden.org,631-286-7068,www.hamletorganicgarden.org,May; Jun; Jul; Aug; Sep; Oct; Nov; Dec; ,0,0,0,0,1,1,1,1,1,1,1,1,Fresh fruits; Fresh vegetables; ,1,Yes,,0,0,0,0,0,0,250,Full shares; Half shares; ,1,1,,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; ,1,1,0,0,Payments in installments; ,0,1,0,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,2,"Bayshore,New York; Setauket,New York; "
3002123,,,,,,Hog's Back Farm,W8937 Moritz Ln.,Arkansaw,WI,55,54721,David Van Eeckhout,david@hogsbackfarm.com,612-756-0690,http://www.hogsbackfarm.com,Jun; Jul; Aug; Sep; Oct; Nov; ,0,0,0,0,0,1,1,1,1,1,1,0,"Canned, preserved fruits/vegetables; Eggs; Fresh fruits; Fresh vegetables; Honey; Maple products; ",1,Yes,,0,0,0,0,0,0,175,Full shares; ,0,1,11/1/2013,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; Payments in installments; ,1,1,0,0, Deliver to neighborhood sites; ,1,0,0,0,11,"Minneapolis ,Minnesota; St. Paul ,Minnesota; St. Louis Park ,Minnesota; "
3005543,,,,,,Hogwash Farm,708 Goodrich Four Cor,Norwich,VT,50,05055,Nancy LaRowe,hogwashfarm@mac.com,802-649-8807,http://hogwashfarm.com/,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,Poultry/fowl meat/products; Red/non-poultry meat/products; ,2,,,0,0,0,0,0,0,25,Full shares; Half shares; ,1,1,1/2/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; ,1,1,0,0,One advance payment; ,1,0,0,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,1,; 
3005500,,,,,,Hollow Maple Farms,2182 230th Street,Bennett ,IA,19,52721,Sean Wright,smwright@iowatelecom.net,563-890-2975,https://www.facebook.com/HollowMapleFarms,May; Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,1,1,1,1,1,1,0,0,"Canned, preserved fruits/vegetables; Dairy products; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Poultry/fowl meat/products; Wild harvested forest products; ",2,,Pasture-raised/free range animals; ,0,0,0,0,0,1,15,Full shares; ,0,1,1/1/2014,Customers choose from available products prior to each delivery; ,0,0,1,Cash; Checks; Debit/Credit cards; SNAP benefits (Bridge cards/EBT); ,1,1,1,1,One advance payment; ,1,0,0,0, Deliver to neighborhood sites;  Deliver directly to subscribers’ homes; ,1,1,0,0,3,"Davenport ,Iowa; Tipton ,Iowa; "
3001900,,,,,,Honest Eats Farm LLC,9451 Talladay Rd.,Willis,MI,26,48191,William Bass,info@honesteatsfarm.com,,http://www.honesteatsfarm.com,Jul; Aug; Sep; Oct; Nov; ,0,0,0,0,0,0,1,1,1,1,1,0,Fresh fruits; Fresh vegetables; ,2,,,0,0,0,0,0,0,8,Full shares; ,0,1,7/10/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; ,1,0,0,0, Deliver directly to subscribers’ homes;  Deliver to subscribers’ workplaces; ,0,1,1,0,,
3002780,,,,,,Honey Brook Organic Farm ,260 Wargo Rd.,Pennington,NJ,34,08534,James Kinsel,service@honeybrookorganicfarm.com,609-737-8899,http://www.honeybrookorganicfarm.com,May; Jun; Jul; Aug; Sep; Oct; Nov; ,0,0,0,0,1,1,1,1,1,1,1,0,Cut flowers; Fresh/dried herbs; Fresh fruits; Fresh vegetables; ,1,Yes,Fair Labor practices;  certified organic; ,0,0,0,1,0,0,3878,"Full shares; Half shares; Family, Individual, Mini; ",1,1,12/15/2013,CSA decides product assortment based entirely on supply availability; Non box delivery customers come to two on farm distribution centers; ,1,0,0,Checks; ,0,1,0,0,Payments in installments; ,0,1,0,0, Deliver to neighborhood sites;  Deliver directly to subscribers’ homes;  Deliver to subscribers’ workplaces;  Subscribers pick up merchandise from CSA farm(s); ,1,1,1,1,33,"Collingswood borough,New Jersey; Griggstown,New Jersey; Haddonfield borough,New Jersey; Lincroft ,New Jersey; Medford,New Jersey; Monroe Township,New Jersey; Moorestown,New Jersey; Ocean,New Jersey; Pennington borough,New Jersey; Princeton borough,New Jersey; Princeton Junction ,New Jersey; Cranbury,New Jersey; Lambertville ,New Jersey; Somerville borough,New Jersey; Flemington borough,New Jersey; Maplewood,New Jersey; Morristown,New Jersey; South Orange,New Jersey; Summit,New Jersey; Highland Park borough,New Jersey; Metuchen borough,New Jersey; Basking Ridge,New Jersey; Chesterfield,New Jersey; Newtown,Pennsylvania; Yardley borough,Pennsylvania; "
3004723,,,,,,Honey Locust Farm,2581 South Rd.,Bradford,VT,50,05033,Jake Torrey,HoneyLocustFarmVT@gmail.com,802-222-1586,www.HoneyLocustFarmVT.com,Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,0,1,1,1,1,1,0,0,Cut flowers; Dry beans; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Poultry/fowl meat/products; Red/non-poultry meat/products; ,2,,No pesticides; No antibiotics; No hormones; Humane treatment of animals; Pasture-raised/free range animals; ,1,1,1,0,1,1,20,Full shares; Half shares; ,1,1,6/2/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; ,1,1,0,0,One advance payment; Payments in installments; ,1,1,0,0, Subscribers pick up merchandise from CSA farm(s); ,0,0,0,1,,
3002487,,,,,,Hope Farms,117 NC HWY 731 E,Candor,NC,37,27229,Sheila Menendez,hopefarms1890@gmail.com,910-220-5960,http://www.hopefarms.co,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,Eggs; ,2,,Pasture-raised/free range animals; ,0,0,0,0,0,1,4,Full shares; Half shares; ,1,1,1/1/2014,Customers choose from available products prior to each delivery; ,0,0,1,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; ,1,0,0,0, Deliver to subscribers’ workplaces; ,0,0,1,0,,
3005515,,,,,,Hopkins Farms Farm to Table Program,195 Hopkins Rd.,Cairo,GA,13,39828,David Hopkins,Davidhopkons06@gmail.com,229-254-7235,https://www.facebook.com/hopkinsfoodservice,May; Jun; Jul; Oct; Nov; Dec; ,0,0,0,0,1,1,1,0,0,1,1,1,Fresh fruits; Fresh vegetables; Honey; ,2,,,0,0,0,0,0,0,30,Full shares; Half shares; 1/4; ,1,1,10/16/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; ,1,1,0,0,Payments in installments; ,0,1,0,0, Deliver to neighborhood sites; ,1,0,0,0,4,"Thomasville ,Georgia; Cairo ,Georgia; Bainbridge ,Georgia; Tallahassee,Florida; "
3005526,,,,,,HuckleBerry Fresh,7 North St NE Apt 1,Leesburg ,VA,51,20176,Sara Wotherspoon,HuckleBerryFreshVA@gmail.com,703-728-4407,https://huckleberryfresh.luluslocalfood.com/,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Dairy products; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Nuts; Pet food; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Wild harvested forest products; ",2,,No pesticides; No antibiotics; No hormones; Fair Labor practices; Humane treatment of animals; Pasture-raised/free range animals; ,1,1,1,1,1,1,0,No monthly membership; ,0,0,9/24/2014,Customers choose from available products prior to each delivery; ,0,0,1,Cash; Debit/Credit cards; ,1,0,1,0,Payment prior to each delivery. No monthly obligation.; ,0,0,0,0, Deliver directly to subscribers’ homes;  Deliver to subscribers’ workplaces; ,0,1,1,0,,
3003080,,,,,,Huguenot St Farm,205 Huguenot St,New Paltz,NY,36,12561,Gavin Rinkor,gavin@huguenotfarm.com,845-419-2164,Huguenotfarm.com,Jun; Jul; Aug; Sep; Oct; Nov; ,0,0,0,0,0,1,1,1,1,1,1,0,Baked goods; Eggs; Fresh fruits; Fresh vegetables; ,2,,,0,0,0,0,0,0,270,Full shares; Half shares; Fruit Shares; ,1,1,6/5/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; EBT (Newburgh distribution site only); ,1,1,1,0,One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ,1,1,1,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,1,"Newburgh ,New York; "
3005413,,,,,,Hunter Park GardenHouse,1619 E. Kalamazoo St.,Lansing,MI,26,48912,Rita O'Brien,ritao@allenneighborhoodcenter.org,517-999-3910,www.allenneighborhoodcenter.org/gardenhouse,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,Baked goods; Coffee/tea; Cut flowers; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Red/non-poultry meat/products; ,2,,No pesticides; No antibiotics; No hormones; Pasture-raised/free range animals;  sustainably grown; ,1,1,1,0,0,1,25,Full shares; ,0,1,1/1/2014,CSA decides product assortment based entirely on supply availability; CSA offers subscription options for specific product categories at the beginning of the delivery season; ,1,1,0,Cash; Checks; Debit/Credit cards; SNAP benefits (Bridge cards/EBT); ,1,1,1,1,One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; Reduced subscription fees based on household income; ,1,1,1,1, Subscribers pick up merchandise from CSA farm(s); ,0,0,0,1,,
3005385,,,,,,Inglewood Farm CSA,6287 Old Baton Rouge Hwy.,Alexandria ,LA,22,71302,Elizabeth Cole,Elizabeth@inglewoodfarm.com,318-442-6398,inglewoodfarm.com/csa,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,"Canned, preserved fruits/vegetables; Cut flowers; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Honey; ",1,Yes,No pesticides; No antibiotics; No hormones; Pasture-raised/free range animals; ,1,1,1,0,0,1,200,Full shares; ,0,1,8/1/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; ,1,0,0,0, Deliver to neighborhood sites;  Deliver to subscribers’ workplaces; ,1,0,1,0,4,"Pineville ,Louisiana; Leesville ,Louisiana; Alexandria ,Louisiana; Lafayette ,Louisiana; "
3003086,,,,,,Iron Hoof Farm,9600 Podunk Rd.,Lee Center,NY,36,13363,David Steinbach,info@ironhooffarm.com,315-371-7140,www.ironhooffarm.com,Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,0,1,1,1,1,1,0,0,Fresh vegetables; ,2,," No Herbicides, No Plastic Mulch, Family Farm, Draft Horse Powered; ",0,0,0,0,0,0,10,Full shares; ,0,1,1/1/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; ,1,1,0,0,One advance payment; installments prior to the beginning of the season; ,1,0,0,0, Subscribers pick up merchandise from CSA farm(s); ,0,0,0,1,,
3000843,,,,,,ISU Student Organic Farm,1009 Agronomy Hall,Ames,IA,19,50011,Farm Managers,isustudentorganicfarm@gmail.com,712-541-3149,http://isustudentorganicfarm.weebly.com/,Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,0,1,1,1,1,1,0,0,Fresh/dried herbs; Fresh vegetables; ,2,,No pesticides; ,1,0,0,0,0,0,34,Full shares; ,0,1,1/1/2015,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; ,1,1,0,0,One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ,1,1,1,0, Deliver to neighborhood sites; ,1,0,0,0,1,"Ames ,Iowa; "
3000239,,,,,,J R Organics CSA,31030 Rodriguez Rd.,Escondido,CA,6,92026,Joan E Marrero,jemarrero@jrorganicsfarm.com,760-453-4144,http://www.jrorganicsfarm.com/,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh/dried herbs; Fresh fruits; Fresh vegetables; ,1,Yes,"No pesticides; Fair Labor practices;  100% non gmo, 100% organic, 100% local and family owned, sustainable; ",1,0,0,1,0,0,475,Full shares; Half shares; ,1,1,1/1/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; Payments in installments; ,1,1,0,0, Deliver to neighborhood sites; ,1,0,0,0,25,; 
3003089,,,,,,J&A Farm,PO Box 304,Goshen ,NY,36,10924,Adina Bialas,jabialasfarm@live.com,,www.jafarm.org,May; Jun; Jul; Aug; Sep; Oct; Nov; ,0,0,0,0,1,1,1,1,1,1,1,0,Dry beans; Eggs; Fresh/dried herbs; Fresh vegetables; ,2,, Certified naturally grown; ,0,0,0,0,0,0,,Small and large; ,0,0,1/1/2014,"Customers choose what they like, declining balance method; ",0,0,0,Cash; Checks; ,1,1,0,0,One advance payment; ,1,0,0,0, Deliver to neighborhood sites; ,1,0,0,0,2,"New York,New York; Pleasantville,New York; "
3003535,,,,,,Jesko Farms CSA,7100 N Frisco Rd.,Yukon,OK,40,73099,Yankee Jesko,yankee@jeskofarms.com,405-361-4904,Www.jeskofarms.com,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,"Baked goods; Canned, preserved fruits/vegetables; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Honey; ",2,,,0,0,0,0,0,0,25,Full shares; ,0,1,11/1/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,Payments in installments; ,0,1,0,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,3,"Edmond ,Oklahoma; Norman ,Oklahoma; Oklahoma City,Oklahoma; "
3000098,,,,,,JH Grassfed Beef,PO Box 63,Cave Creek,AZ,4,85327,John Holbrook,info@jhgrassfedbeef.com,602-757-3951,http://www.jhgrassfed.com/,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,Eggs; Fish/seafood; Poultry/fowl meat/products; Soap/body care products; Beef and Lamb; ,2,,No pesticides; No antibiotics; No hormones; Fair Labor practices; Humane treatment of animals; Pasture-raised/free range animals; ,1,1,1,1,1,1,1400,unlimited ordering; ,0,0,,Customers choose from available products prior to each delivery; ,0,0,1,,0,0,0,0,payment on delivery or pickup; ,0,0,0,0, Deliver to neighborhood sites;  Deliver directly to subscribers’ homes;  Subscribers pick up merchandise from CSA farm(s); ,1,1,0,1,5,"Phonix,Arizona; Scottsdale ,Arizona; Cave Creek ,Arizona; Tempe ,Arizona; Anthem ,Arizona; Glendale ,Arizona; Mesa ,Arizona; Gilbert ,Arizona; Queen Creek ,Arizona; "
3004362,,,,,,Johnson's Backyard Garden ,"9515 Hergotz Ln., Box E",Austin,TX,48,78742,Brenton Johnson or Carrie Kenny,farm@jbgorganic.com,512-386-5273,www.jbgorganic.com,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,Coffee/tea; Eggs; Fresh fruits; Fresh vegetables; ,1,Yes,,0,0,0,0,0,0,1200,"Full shares; Half shares; Four Different Size Shares, ranging from Individual to Large; ",1,1,1/1/2014,"CSA decides product assortment based entirely on supply availability; Customers are able to customize box and ""swap"" a certain number of items.; ",1,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,Payments in installments; ,0,1,0,0, Deliver to neighborhood sites;  Deliver directly to subscribers’ homes;  Deliver to subscribers’ workplaces; ,1,1,1,0,80,"Austin,Texas; San Antonio,Texas; Dallas,Texas; Houston,Texas; Waco,Texas; San Marcos,Texas; New Braunsfels,Texas; Denton,Texas; Dripping Springs,Texas; Georgetown,Texas; Kileen,Texas; Keller,Texas; McKinney,Texas; "
3002129,,,,,,Jon's Market Garden,1300 Gresham Ave N,Oakdale,MN,27,55128,Jonathan Lockhart,jonsmarketgarden@gmail.com,651-730-1525,http://jonsmarketgarden.yolasite.com/,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,Cut flowers; Fresh vegetables; ,2,,,0,0,0,0,0,0,16,Full shares; Half shares; Work Shares; ,1,1,1/1/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; ,1,1,0,0,One advance payment; ,1,0,0,0, Subscribers pick up merchandise from CSA farm(s); ,0,0,0,1,,
3003093,,,,,,Jones Family Farm,753 Caldwell Rd.,Herkimer,NY,36,13350,Suzie Jones,info@anotherjonesfamilyfarm.com,315-866-4164,www.anotherjonesfamilyfarm.com,Jun; Jul; Aug; Sep; ,0,0,0,0,0,1,1,1,1,0,0,0,Dairy products; Poultry/fowl meat/products; ,2,,No antibiotics; Humane treatment of animals; Pasture-raised/free range animals; ,0,1,0,0,1,1,80,Full shares; Half shares; ,1,1,1/1/2014,CSA decides product assortment based entirely on supply availability; CSA offers subscription options for specific product categories at the beginning of the delivery season; ,1,1,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; ,1,0,0,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,8,"Herkimer,New York; Utica,New York; New Hartford,New York; Rome ,New York; Clinton ,New York; "
3001470,,,,,,Jones Farm,246 Acton Rd.,Chelmsford,MA,25,01824,Deb Jones,jonesfarmchelmsford@comcast.net,978-256-8065,www.jonesfarm.net,Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,0,1,1,1,1,1,0,0,Dairy products; Fresh vegetables; Honey; ,2,,No pesticides; No antibiotics;  bionutrient dense produce; ,1,1,0,0,0,0,107,Full shares; Half shares; ,1,1,6/17/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; Payments in installments; ,1,1,0,0, Subscribers pick up merchandise from CSA farm(s); ,0,0,0,1,,
3005551,,,,,,Joy B's Farm CSA & Cooperatives,"77 OrchaRd. Drive, PO Box 254",Towaco,NJ,34,07082,"Joy B's Farm, CSA & Cooperatives",stewardsffsafety@yahoo.com,973-334-3331,,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,"Canned, preserved fruits/vegetables; Coffee/tea; Fresh vegetables; Honey; Maple products; Wild harvested forest products; berry vinegar; ",2,,No pesticides; No antibiotics; No hormones; Fair Labor practices; Humane treatment of animals; Pasture-raised/free range animals;  BioDynamic Agriculture; ,1,1,1,1,1,1,20,Full shares; Half shares; sample 1/4 share package of selected items; ,1,1,,CSA offers subscription options for specific product categories at the beginning of the delivery season; Customers choose from available products prior to each delivery; ,0,1,1,Checks; ,0,1,0,0,One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ,1,1,1,0, Deliver to neighborhood sites;  Deliver directly to subscribers’ homes;  Deliver to subscribers’ workplaces;  Subscribers pick up merchandise from CSA farm(s); ,1,1,1,1,7,"Towaco, Montville, Boonton, Rockaway,New Jersey; Chestnut Ridge,New York; Santa Monica,California; Falmouth ,Massachusetts; Detroit area,Michigan; "
3005551,,,,,,Joy B's Farm CSA & Cooperatives,"77 OrchaRd. Drive, PO Box 254",Towaco,NJ,34,07082,"Joy B's Farm, CSA & Cooperatives",stewardsffsafety@yahoo.com,973-334-3331,,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,"Canned, preserved fruits/vegetables; Coffee/tea; Fresh vegetables; Honey; Maple products; Wild harvested forest products; berry vinegar; ",2,,No pesticides; No antibiotics; No hormones; Fair Labor practices; Humane treatment of animals; Pasture-raised/free range animals;  BioDynamic Agriculture; ,1,1,1,1,1,1,20,Full shares; Half shares; sample 1/4 share package of selected items; ,1,1,,CSA offers subscription options for specific product categories at the beginning of the delivery season; Customers choose from available products prior to each delivery; ,0,1,1,Checks; ,0,1,0,0,One advance payment; Payments in installments; Reduced subscription fees in exchange for labor; ,1,1,1,0, Deliver to neighborhood sites;  Deliver directly to subscribers’ homes;  Deliver to subscribers’ workplaces;  Subscribers pick up merchandise from CSA farm(s); ,1,1,1,1,7,"Towaco, Montville, Boonton, Rockaway,New Jersey; Chestnut Ridge,New York; Santa Monica,California; Falmouth ,Massachusetts; Detroit area,Michigan; "
3000555,,,,,,Jubilee Back Forty,Hudson Rd. across from Sposatos Landscaping,Milton,DE,10,19968,Keith & Lisa Wilhelm,fresh@jubileebackforty.com,302-542-9642,http://www.jubileebackforty.com/,,0,0,0,0,0,0,0,0,0,0,0,0,Eggs; Fresh vegetables; Poultry/fowl meat/products; Grass Fed/Finished Beef; ,0,,,0,0,0,0,0,0,,Full shares; Half shares; ,1,1,,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,One advance payment; Payments in installments; ,1,1,0,0, Deliver to neighborhood sites;  Deliver directly to subscribers’ homes;  Subscribers pick up merchandise from CSA farm(s); ,1,1,0,1,1,"Milton ,Delaware; "
3005565,,,,,,Jubilee Fruits & Vegetables LLC,1310 Mountain Lake Rd.,Mountain Lake,MN,27,56159,Judy Harder,jubilee@mtlake.org,507-360-3293,jubilee.mtlake.org,May; Jun; Jul; Aug; Sep; Oct; Nov; Dec; ,0,0,0,0,1,1,1,1,1,1,1,1,"Baked goods; Canned, preserved fruits/vegetables; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Wild harvested forest products; ",2,,No pesticides; Fair Labor practices;  permaculture-inspired; ,1,0,0,1,0,0,50,Full shares; Half shares; 4 seasons in 34 weeks; ,1,1,12/4/2013,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; ,1,1,0,0,One advance payment; Payments in installments; ,1,1,0,0, Deliver to neighborhood sites; ,1,0,0,0,3,"St. James,Minnesota; Windom,Minnesota; Fairmont,Minnesota; "
3005398,,,,,,Just Farmin',6887 Devon Drive,Liberty Township,OH,39,45044,Stephen Willis,williscrg@aol.com,513-266-4875,,May; Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,1,1,1,1,1,1,0,0,Cut flowers; Fresh vegetables; ,2,,No pesticides; ,1,0,0,0,0,0,20,Full shares; Half shares; ,1,1,5/30/2014,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; Debit/Credit cards; ,1,1,1,0,Payments in installments; ,0,1,0,0, Subscribers pick up merchandise from CSA farm(s); ,0,0,0,1,,
3005438,,,,,,K and H Farms,1331 Oak Valley Rd.,Toccoa,GA,13,30577,Cavonna Holcomb,thefarm@k-and-hfarms.com,706-491-1743,http://www.k-and-hfarms.com,May; Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,1,1,1,1,1,1,0,0,Poultry/fowl meat/products; ,2,,No antibiotics; No hormones; Pasture-raised/free range animals; ,0,1,1,0,0,1,12,Full shares; Half shares; ,1,1,5/31/2014,CSA offers subscription options for specific product categories at the beginning of the delivery season; ,0,1,0,Cash; Checks; Pay Pal; ,1,1,0,0,One advance payment; Payments in installments; ,1,1,0,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,1,"Toccoa,Georgia; "
3005394,,,,,,KAI-KAI FARM,8006 SW KANNER HWY,INDIANTOWN,FL,12,34956,DIANE CORDEAU,diane@kaikaivegetables.com,772-597-1717,http://www.kaikaifarm.com,Year Round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh/dried herbs; Fresh vegetables; ,2,,,0,0,0,0,0,0,250,Full shares; Half shares; ,1,1,10/4/2014,Customers choose from available products prior to each delivery; ,0,0,1,Cash; Checks; Debit/Credit cards; SNAP benefits (Bridge cards/EBT); ,1,1,1,1,One advance payment; Payments in installments; ,1,1,0,0, Deliver to neighborhood sites;  Deliver directly to subscribers’ homes;  Deliver to subscribers’ workplaces;  Subscribers pick up merchandise from CSA farm(s); ,1,1,1,1,3,"Stuart ,Florida; Palm Beach Gardens ,Florida; West Palm Beach ,Florida; "
3000844,,,,,,Kaiser Farm,,Waverly,IA,19,50677,Lindsay Kaiser,kaiserfarmfresh@gmail.com,319-325-0606,www.kaiserfarmfresh.com,May; Jun; Jul; Aug; Sep; Oct; ,0,0,0,0,1,1,1,1,1,1,0,0,Cut flowers; Dry beans; Eggs; Fresh fruits; Fresh vegetables; Honey; Poultry/fowl meat/products; Wild harvested forest products; ,2,,No pesticides; No antibiotics; Pasture-raised/free range animals; ,1,1,0,0,0,1,50,Full shares; ,0,1,1/1/2015,CSA offers subscription options for specific product categories at the beginning of the delivery season; ,0,1,0,Cash; Checks; SNAP benefits (Bridge cards/EBT); ,1,1,0,1,Payment installments prior to beginning of the delivery season.; ,0,0,0,0, Deliver to neighborhood sites;  Subscribers pick up merchandise from CSA farm(s); ,1,0,0,1,2,"Cedar Falls,Iowa; Waverly,Iowa; "
3001591,,,,,,Karl's Farm,5550 Stuckey Rd.,Pisgah,MD,24,20640,Karl and Paula Wiegand,paula@karls-farm.com,301-743-7941,http://Karls-Farm.com,May; Jun; Jul; Aug; Sep; Oct; Nov; ,0,0,0,0,1,1,1,1,1,1,1,0,Fresh/dried herbs; Fresh vegetables; ,2,,No pesticides; Pasture-raised/free range animals; ,1,0,0,0,0,1,75,Full shares; Half shares; ,1,1,,CSA decides product assortment based entirely on supply availability; ,1,0,0,Cash; Checks; paypal; ,1,1,0,0,One advance payment; ,1,0,0,0, Deliver directly to subscribers’ homes;  Deliver to subscribers’ workplaces;  Subscribers pick up merchandise from CSA farm(s); ,0,1,1,1,,
