FMID,MarketName,createTime,updateTime,finishTime,Mailing_State,Mailing_StateFIPS,Mailing_City,Mailing_ST,Mailing_Zip,Market_ManagerName,FH_ContactTitle,Market_Email,Market_Phone,Market_Website,Market_Facebook,Market_Twitter,Location_State,Location_StateFIPS,Location_County,Location_CountyFIPS,Location_ST,Location_City,Location_Zip,Location_Desc,EstablishYear,Legal_Status,Legal_StatusDesc,OperationMonthList,OperationM_01,OperationM_02,OperationM_03,OperationM_04,OperationM_05,OperationM_06,OperationM_07,OperationM_08,OperationM_09,OperationM_10,OperationM_11,OperationM_12,Organic,OrganicDesc,ProductList,BakedGoods,Jams,Coffee,Flowers,Cheese,Beans,Eggs,Seafood,Herbs,Fruits,Vegetables,Grains,Recycled,Honey,Juices,Maple,Mushrooms,Nuts,Petfood,Poultry,Meat,Soap,Tofu,WildHarvested,Wine,ProductListExclusivelylocal,ProductListOnlyLocalWhenA,ProductListLocalNonLocal,ProductListNonlocal,Local_BakedGoods,Local_Processed,Local_Coffee,Local_Flowers,Local_Dairy,Local_DryBeans,Local_Eggs,Local_Seafood,Local_Herbs,Local_Fruits,Local_Vegetables,Local_Grains,Local_Recycled,Local_Honey,Local_Juices,Local_Maple,Local_Mushrooms,Local_Nuts,Local_Petfood,Local_Meat,Local_NonPoultry,Local_Soap,Local_Protein_NonAnim,Local_WildForest,Local_Wine,PracticeList,Practices_CertifiedOrganic,Practices_NaturallyGrown,Practices_PestManagement,Practices_NonCertifiedOrganic,Practices_FreeRange,Practices_GrassFed,Practices_AntibioticFree,Practices_Marine,Practices_ChemicalFree,Practices_GAP,Practices_GHP,Practices_CertifiedHumane,Practices_AnimalWelfare,Practices_FairTrade,F2BList,F2B_LargeSupermarkets,F2B_SmallGroceryStores,F2B_CornerStores,F2B_FoodRetail,F2B_Restaurants,F2B_Caterers,F2B_Distributors,F2B_FoodProcessors,F2B_PreK,F2B_K12,F2B_Colleges,F2B_Hospitals,F2B_SeniorCare,F2B_Government,F2CList,F2C_BuyingClubs,F2C_Online,F2C_YourStorefront,F2C_CSA,F2C_FarmersMarkets,F2C_Mobile,F2C_FarmStands,ProcurementList,procurement1,procurement2,OpserviceList,OPservice_Aggregation,OPservice_Production,OPservice_Distribution,OPservice_Brokering,OPservice_SharedUse,OPservice_Packaging,OPservice_ProductStorage,OPservice_Canning,OPservice_Freezing,OPservice_Cutting,PSServiceList,PSService_Marketing,PSService_Branding,PSService_Demonstration,PSService_ProductionTraining,PSService_BusinessManagement,PSService_PaidConsult,PSService_FoodSafety,PSService_Liability,PSService_Transportation,CSServiceList,CSService_PaidYouth,CSService_SNAP,CSService_WIC,CSService_MatchingSNAP,CSService_Cooking,CSService_Meal,CSService_HealthScreenings,CSService_Transportation,CSService_MobileMarket,CSService_Subsidized,CSService_Education,CSService_otherEducation,CSService_FoodDonation
5000218,Rutland Area Farm and Food Link - Farm Fresh Connects,,2014-07-23 17:14:52,2014-07-23 17:14:52,Vermont,50,Rutland,P.O. Box 284,05702,Tara Kelly,,info@rutlandfarmandfood.org,802-417-7331,http://www.rutlandfarmandfood.org/grn_mtn_food_hub.html,https://www.facebook.com/rutlandfarmfood?fref=ts,,Vermont,50,Rutland,021,67 Merchants Row,Rutland,05701,,2009,1,Non-Profit,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,2,,"Baked goods; Canned, preserved fruits/vegetables; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Maple products; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Wild harvested forest products; ",1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,"Baked goods; Canned, preserved fruits/vegetables; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Maple products; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Wild harvested forest products; ",,,,1,1,,,,1,1,,1,1,1,1,,1,,1,,,,1,1,1,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K-12 school food service; ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Buying clubs; On-line store; CSA shares; ,1,1,0,1,0,0,0,We sell on a consignment basis and take a commission on products sold; ,0,1,Aggregation; Distribution services; Packaging/Repackaging; ,1,0,1,0,0,1,0,0,0,0,Marketing and promotional services; Production and post-harvest handling training; Business management services or guidance; Food safety and/or GAP Training; ,1,0,0,1,1,0,1,0,0,Nutrition or cooking education; Education programs for institutions; Other education or community awareness programs; Food donation to local food pantries/banks; ,0,0,0,0,1,0,0,0,0,0,1,1,1
5000295,Seattle Tilth Produce,2014-09-08 15:48:38,2014-09-08 16:00:00,2014-09-08 16:00:00,Washington,53,Seattle,4649 Sunnyside Ave N Ste 100,98103,Chris Iberle,,chrisiberle@seattletilth.org,206-633-0451 x129,http://seattletilth.org/about/stproduce,https://www.facebook.com/SeattleTilth,https://twitter.com/seattletilth,Washington,53,King,033,,Seattle,,,2013,1,Non-Profit,Apr; May; Jun; Jul; Aug; Sep; Oct; Nov;,0,0,0,1,1,1,1,1,1,1,1,0,1,,Coffee/tea; Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Mushrooms; Poultry/fowl meat/products; Red/non-poultry meat/products; Wild harvested forest products; ,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Mushrooms; Poultry/fowl meat/products; Red/non-poultry meat/products; Wild harvested forest products; ,,,Coffee/tea; ,,,4,,1,1,1,,1,1,1,1,,1,,,1,,,1,1,,,1,,"Certified Naturally Grown; Non-Certified, but Practicing Organic; ",0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Small independent grocery stores; Food retail cooperatives; Restaurants; Caterers, bakeries; Food processors; ",0,1,0,1,1,1,0,1,0,0,0,0,0,0,CSA shares; Farmers markets; Farm stands; ,0,0,0,1,1,0,1,We sell on a consignment basis and take a commission on products sold; ,0,1,Aggregation; Production such as operating a farm or ranch; Distribution services; Brokering services; Product storage; ,1,1,1,1,0,0,1,0,0,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Demonstration/Incubator farm; Production and post-harvest handling training; Business management services or guidance; Food safety and/or GAP Training; Transportation services; ,1,1,1,1,1,0,1,0,1,Paid employment opportunities for youth; Accepting SNAP; WIC or FMNP benefits; Matching programs for SNAP benefits; Nutrition or cooking education; Subsidized farm shares; Education programs for institutions; Other education or community awareness programs; Food donation to local food pantries/banks; ,1,1,1,1,1,0,0,0,0,1,1,1,1
5000144,Shagbark Seed and Mill,,2014-09-01 08:49:57,2014-09-01 08:49:57,Ohio,39,Athens,88 Columbus Circle,45701,Michelle Ajamian or Brandon Jaeger,Owners,michelle@shagbarkmill.com,740-590-1501 or 740-590-8240,www.shagbarkmill.com,https://www.facebook.com/shagbarkseedandmill,https://twitter.com/shagbarkmill,Ohio,39,Athens,009,88 Columbus Circle,Athens,45701,"1 mile from Route 33 exit--Columbus Circle is just off Columbus Road, to the right as you are driving towards uptown Athens. We are in the back of the building. On Google Maps",2010,8,LLC,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Dry beans; Grains/flour; buckwheat, amaranth, corn chips, crackers, pasta, masa, tortillas; ",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dry beans; Grains/flour; ,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,"USDA Certified Organic; Non-Certified, but Practicing Organic; Chemical Free; Ohio grown, or within Central Appalachia; ",1,0,0,1,0,0,0,0,1,0,0,0,0,0,"Large supermarkets or supercenters; Small independent grocery stores; Food retail cooperatives; Restaurants; Caterers, bakeries; Distributors; Food processors; Pre-K food service; K-12 school food service; Colleges/Universities; Direct through farmers market booths; Health Department, Food Access Programs, Non profits; Food Banks, Pantries,; ",1,1,0,1,1,1,1,1,1,1,1,0,0,0,Buying clubs; Farmers markets; on line through another vendor of local products; ,1,0,0,0,1,0,0,We take ownership of the products and resell to customers; ,1,0,"Aggregation; Packaging/Repackaging; Product storage; working with co packers to value add grain into pasta, crackers, and chips; B to B relationships to co demo products in Ohio; B to B relationship to ship products to individuals and potential customers and demoers; ",1,0,0,0,0,1,1,0,0,0,Branding/labeling products to indicate origin of product; Paid consulting; Transportation services; ,0,1,0,0,0,1,0,0,1,Paid employment opportunities for youth; Accepting SNAP; WIC or FMNP benefits; Nutrition or cooking education; Other education or community awareness programs; Food donation to local food pantries/banks; ,1,1,1,0,1,0,0,0,0,0,0,1,1
5000299,small valley milling,2014-09-13 09:19:14,2014-09-13 09:36:50,2014-09-13 09:36:50,Pennsylvania,42,Halifax,917  small valley road,17032,Joel or Elaine or Eric Steigman,owners,elaine@smallvalleymilling.com,717-362-9850,smallvalleymilling.com,,,Pennsylvania,42,Dauphin,043,917 small valley road,Halifax,17032,3 miles south of elizabethville on rte225 left on mountain house road to stop sign then right on small valley road  first place on the left,2005,11,No formal legal structure,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,Grains/flour; ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Grains/flour; ,,,,,,,,,,,,,3,,,,,,,,,,,,,,"USDA Certified Organic; Certified Naturally Grown; Non-Certified, but Practicing Organic; Free Range/Pasture Raised; ",1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Large supermarkets or supercenters; Small independent grocery stores; Corner stores, bodegas; Food retail cooperatives; Restaurants; Caterers, bakeries; Distributors; Food processors; ",1,1,1,1,1,1,1,1,0,0,0,0,0,0,Buying clubs; On-line store; Your own storefront retail; ,1,1,1,0,0,0,0,We take ownership of the products and resell to customers; ,1,0,Production such as operating a farm or ranch; Distribution services; Brokering services; Packaging/Repackaging; ,0,1,1,1,0,1,0,0,0,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Production and post-harvest handling training; ,1,1,0,1,0,0,0,0,0,Education programs for institutions; Other education or community awareness programs; ,0,0,0,0,0,0,0,0,0,0,1,1,0
5000012,Sonoma Organics,,2014-07-25 12:15:12,2014-07-25 12:15:12,California,06,Sebastopol,1120 Barlow Lane,95472,Richard Robinson,President,sales@sonomaorganics.com,707-829-8200,http://www.sonomaorganics.com,https://www.facebook.com/sonomaorganics,,California,06,Sonoma,097,"2064 Hwy 116 N., bldg 1, suitte 131",Sebastopol,95472,in the former vacu-dry apply canning complex on corner of 116 and occidental road.,1995,5,S Corp,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Canned, preserved fruits/vegetables; Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Juices/non-alcoholic ciders; Mushrooms; Nuts; Wild harvested forest products; ",0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,Dairy products; Eggs; Honey; Juices/non-alcoholic ciders; Mushrooms; Wild harvested forest products; ,,"Canned, preserved fruits/vegetables; Dry beans; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Nuts; ",,,3,,,1,3,1,,3,3,3,3,,1,1,,1,3,,,,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large supermarkets or supercenters; Small independent grocery stores; Food retail cooperatives; Restaurants; Caterers, bakeries; Distributors; Food processors; ",1,1,0,1,1,1,1,1,0,0,0,0,0,0,certain select individuals; ,0,0,0,0,0,0,0,We take ownership of the products and resell to customers; ,1,0,Aggregation; Distribution services; Brokering services; Product storage; ,1,0,1,1,0,0,1,0,0,0,Transportation services; ,0,0,0,0,0,0,0,0,1,Food donation to local food pantries/banks; ,0,0,0,0,0,0,0,0,0,0,0,0,1
5000334,Southwest Florida Farmers Market Alliance,2015-01-08 15:41:54,2015-01-08 15:49:49,2015-01-08 15:49:49,Florida,12,Placida,Box 3564,33946,Southwest Florida Farmers Market Alliance,,bocagrandefarmersmarket@gmail.com,941.875.5190,http://www.bocagrandefarmersmarket.com,http://www.facebook.com/farmersmarketfriday,http://www.twitter.com/bocafarmers,Florida,12,Charlotte,015,Box 3564,Placida,33946,Location TBD,2015,12,Sole Proprietorship,Jan; Feb; Mar; Apr; Oct; Nov; Dec;,1,1,1,1,0,0,0,0,0,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Green household products; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Nuts; Pet food; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Tofu/non-animal protein; Wild harvested forest products; Wine/spirits/beer/hard cider; ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Green household products; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Nuts; Pet food; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Tofu/non-animal protein; Wild harvested forest products; Wine/spirits/beer/hard cider; ",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"USDA Certified Organic; Certified Naturally Grown; Integrated Pest Management; Non-Certified, but Practicing Organic; Free Range/Pasture Raised; Grass Fed; Antibiotic Free; Marine Stewardship Council Certified; Chemical Free; Good Agricultural Practices - (GAP)-Certified; Good Handling Practices (GHP)-Certified; Certified Humane; Animal Welfare Approved; Fair Trade; ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Large supermarkets or supercenters; Small independent grocery stores; Corner stores, bodegas; Food retail cooperatives; Restaurants; Caterers, bakeries; Distributors; Food processors; Pre-K food service; K-12 school food service; Colleges/Universities; Hospitals; Senior care facilities; Government or corporate cafeterias; ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,Buying clubs; On-line store; Your own storefront retail; CSA shares; Farmers markets; Mobile retail units/food trucks; Farm stands; ,1,1,1,1,1,1,1,TBD; ,0,0,Aggregation; Production such as operating a farm or ranch; Distribution services; Brokering services; Shared use kitchen; Packaging/Repackaging; ,1,1,1,1,1,1,0,0,0,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Demonstration/Incubator farm; Production and post-harvest handling training; Business management services or guidance; Paid consulting; Food safety and/or GAP Training; Transportation services; ,1,1,1,1,1,1,1,0,1,Accepting SNAP; WIC or FMNP benefits; Matching programs for SNAP benefits; Nutrition or cooking education; Meal preparation; Health screenings; Transportation services; Operating a mobile market; Subsidized farm shares; Education programs for institutions; Other education or community awareness programs; Food donation to local food pantries/banks; ,0,1,1,1,1,1,1,1,1,1,1,1,1
5000092,SPROUT MN,,2014-07-30 11:15:29,2014-07-30 11:15:29,Minnesota,27,Brainerd,PO Box 462,56401,Arlene Jones,Manager,sproutmn1@gmail.com,612-695-2721,www.sproutmn.com,https://www.facebook.com/pages/Sprout-MN/446267085428777?fref=ts,,Minnesota,27,Crow Wing,035,PO Box 462,Brainerd,56401,7579 St. Mathias Road Brainerd MN  56401  Located just five miles southeast of Brainerd.,2011,8,LLC,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,2,,Fresh fruits; Fresh vegetables; ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fresh fruits; Fresh vegetables; ,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small independent grocery stores; Food retail cooperatives; Restaurants; Pre-K food service; K-12 school food service; Colleges/Universities; Hospitals; Senior care facilities; ,0,1,0,1,1,0,0,0,1,1,1,1,1,0,Your own storefront retail; CSA shares; ,0,0,1,1,0,0,0,We take ownership of the products and resell to customers; ,1,0,Aggregation; Distribution services; Product storage; ,1,0,1,0,0,0,1,0,0,0,Marketing and promotional services; Production and post-harvest handling training; Business management services or guidance; Food safety and/or GAP Training; ,1,0,0,1,1,0,1,0,0,Accepting SNAP; Nutrition or cooking education; Education programs for institutions; Food donation to local food pantries/banks; ,0,1,0,0,1,0,0,0,0,0,1,0,1
5000031,Suncoast Food Alliance,,2014-07-25 11:06:38,2014-07-25 11:06:38,Florida,12,Bradenton,2412 85th Street NW,34209,John E Matthews,Sr Forager,john@suncoastfoodalliance.com,941/284-3384,http://suncoastfoodalliance.com/,https://www.facebook.com/foodalliance.suncoast,,Florida,12,Manatee,081,2412 85th Street NW,Bradenton,34209,,2008,8,LLC,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Canned, preserved fruits/vegetables; Cut flowers; Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Juices/non-alcoholic ciders; Mushrooms; Pet food; Poultry/fowl meat/products; Red/non-poultry meat/products; ",0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,"Canned, preserved fruits/vegetables; Cut flowers; Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Juices/non-alcoholic ciders; Mushrooms; Pet food; Poultry/fowl meat/products; Red/non-poultry meat/products; ",,,,,1,,1,1,1,1,,1,1,1,1,,1,1,,1,,1,1,1,,,,,"USDA Certified Organic; Certified Naturally Grown; Integrated Pest Management; Non-Certified, but Practicing Organic; Free Range/Pasture Raised; Grass Fed; Antibiotic Free; Chemical Free; Animal Welfare Approved; ",1,1,1,1,1,1,1,0,1,0,0,0,1,0,"Small independent grocery stores; Food retail cooperatives; Restaurants; Caterers, bakeries; Distributors; Food processors; Pre-K food service; Colleges/Universities; ",0,1,0,1,1,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,We sell on a consignment basis and take a commission on products sold; ,0,1,Distribution services; Packaging/Repackaging; ,0,0,1,0,0,1,0,0,0,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Demonstration/Incubator farm; Production and post-harvest handling training; Business management services or guidance; Paid consulting; Transportation services; ,1,1,1,1,1,1,0,0,1,Nutrition or cooking education; Operating a mobile market; Subsidized farm shares; Education programs for institutions; Other education or community awareness programs; Food donation to local food pantries/banks; ,0,0,0,0,1,0,0,0,1,1,1,1,1
5000285,Texas Cheese House,2014-08-27 12:45:29,2014-08-27 13:01:58,2014-08-27 13:01:58,Texas,48,Lorean,102 E Center Street,76655,William Scott Simon,Owner,ssimon@texascheesehouse.com,254-655-4217,www.texascheesehouse.com,https://www.facebook.com/TexasCheeseHouse,,Texas,48,McLennan,309,102 E Center Street,Lorena,76655,downtown Lorena,2008,12,owner,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,2,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Dairy products; Honey; Red/non-poultry meat/products; ",1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Baked goods; Canned, preserved fruits/vegetables; Dairy products; Honey; Red/non-poultry meat/products; ",,,Coffee/tea; ,1,1,4,,1,,,,,,,,,1,,,,,,,1,,,,,Free Range/Pasture Raised; Grass Fed; Antibiotic Free; Chemical Free; ,0,0,0,0,1,1,1,0,1,0,0,0,0,0,"Corner stores, bodegas; Restaurants; Caterers, bakeries; ",0,0,1,0,1,1,0,0,0,0,0,0,0,0,On-line store; Your own storefront retail; Farmers markets; ,0,1,1,0,1,0,0,We take ownership of the products and resell to customers; We sell on a consignment basis and take a commission on products sold; ,1,1,cheese manufacturing; ,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Paid employment opportunities for youth; Education programs for institutions; ,1,0,0,0,0,0,0,0,0,0,1,0,0
5000280,The Brown Egg Company,2014-08-26 11:32:38,2014-08-26 11:42:32,2014-08-26 11:42:32,Mississippi,28,Bentonia,10706 Cox Ferry Rd.,39040,Mike Hammond,owner/operator,mike.hammond61@yahoo.com,662-755-8727,,,,Mississippi,28,Yazoo,163,10706 Cox Ferry Rd.,Bentonia,39040,10 miles down hwy. 433 west,2002,8,LLC,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,2,,Eggs; ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Eggs; ,,,,,,,,3,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small independent grocery stores; Food retail cooperatives; Restaurants; Caterers, bakeries; ",0,1,0,1,1,1,0,0,0,0,0,0,0,0,Farmers markets; ,0,0,0,0,1,0,0,,0,0,Production such as operating a farm or ranch; ,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Food donation to local food pantries/banks; ,0,0,0,0,0,0,0,0,0,0,0,0,1
5000122,"The North Country Farmers Co-operative, Inc.",,2014-07-31 12:13:58,2014-07-31 12:13:58,New Hampshire,33,Colebrook,PO Box 447,03576,Julie Moran,CEO and President,ncfcoop1@gmail.com,603-726-6992,http://www.ncfcoop.com,https://www.facebook.com/pages/North-Country-Farmers-Co-op/263307670471586?fref=ts,https://twitter.com/ncfcoop,New Hampshire,33,Coos,007,,Colebrook,3576,We operate out of our homes at this point. ,2012,2,Producer Cooperative,May; Jun; Jul; Aug; Sep; Oct; Nov; Dec;,0,0,0,0,1,1,1,1,1,1,1,1,1,,Dairy products; Eggs; Fresh fruits; Fresh vegetables; Honey; Maple products; Red/non-poultry meat/products; ,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Dairy products; Eggs; Fresh fruits; Fresh vegetables; Honey; Maple products; Red/non-poultry meat/products; ,,,,,,,,1,,1,,,1,1,,,1,,1,,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurants; Pre-K food service; K-12 school food service; Colleges/Universities; Hospitals; Hotels; ,0,0,0,0,1,0,0,0,1,1,1,1,0,0,,0,0,0,0,0,0,0,We sell on a consignment basis and take a commission on products sold; ,0,1,Distribution services; Brokering services; ,0,0,1,1,0,0,0,0,0,0,Marketing and promotional services; Business management services or guidance; Transportation services; ,1,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0
5000117,The Produce Box,,2014-07-28 10:11:07,2014-07-28 10:11:07,North Carolina,37,Raleigh,900 Withers Road,27603,Courtney Tellefsen,Owner,Courtney@theproducebox.com,919-615-0437,http://www.theproducebox.com/,https://www.facebook.com/TheProduceBox?ref=ts,,North Carolina,37,Wake,183,900 Withers Road,Raleigh,27603,,2005,8,LLC,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Dairy products; Dry beans; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Honey; Maple products; Mushrooms; Nuts; Red/non-poultry meat/products; ",1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Dairy products; Dry beans; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Honey; Maple products; Mushrooms; Nuts; Red/non-poultry meat/products; ",,,2,2,2,,2,2,,2,2,2,2,,,2,,2,2,2,,,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Online; ,0,0,0,0,0,0,0,We take ownership of the products and resell to customers; ,1,0,Distribution services; Packaging/Repackaging; ,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,Education programs for institutions; Other education or community awareness programs; Food donation to local food pantries/banks; ,0,0,0,0,0,0,0,0,0,0,1,1,1
5000037,The Turnip Truck of Georgia LLC,,2014-07-25 09:56:17,2014-07-25 09:56:17,Georgia,13,Atlanta,190 ottley Dr NE,30324,Michael Schenck,C.O.O.,info@turniptruckatlanta.com,4049097927,http://www.turniptruckatlanta.com,https://www.facebook.com/turnip.truck.5,,Georgia,13,Fulton,121,190 Ottley Dr NE,Atlanta,30324,On Ottley Dr (off of Armour) right across from Sweetwater Brewing Co. ,2008,8,LLC,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Juices/non-alcoholic ciders; Mushrooms; Nuts; Red/non-poultry meat/products; Wild harvested forest products; ,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,Grains/flour; Honey; Nuts; Red/non-poultry meat/products; ,,Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Juices/non-alcoholic ciders; Mushrooms; Wild harvested forest products; ,,,,,,3,3,3,,3,3,3,1,,1,3,,3,1,,,1,,,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small independent grocery stores; Food retail cooperatives; Restaurants; Caterers, bakeries; Distributors; Pre-K food service; K-12 school food service; Colleges/Universities; Government or corporate cafeterias; ",0,1,0,1,1,1,1,0,1,1,1,0,0,1,Buying clubs; On-line store; CSA shares; ,1,1,0,1,0,0,0,We take ownership of the products and resell to customers; We sell on a consignment basis and take a commission on products sold; ,1,1,Aggregation; Distribution services; Freezing; ,1,0,1,0,0,0,0,0,1,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Production and post-harvest handling training; Business management services or guidance; Liability insurance that you offer producers; Transportation services; ,1,1,0,1,1,0,0,1,1,Paid employment opportunities for youth; Other education or community awareness programs; Food donation to local food pantries/banks; ,1,0,0,0,0,0,0,0,0,0,0,1,1
