FMID,Marketname,,street,city,State,zip,Season1Start,Season1End,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested
1003275,Independence Farmers Market,,100 West First Street,Independence,Iowa,50644,,,Sat: 8:00 AM-12:00 PM;,,,,,,,-91.8950212,42.4687237,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1003918,Independence Farmers Market,,302 Main St.,Independence,Oregon,97351,,,,,,,,,,-123.184,44.8511,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004637,Independence Farmers Market,,Corner of Hwy 75 and Peter Pan Rd.,Independence,Kansas,67301,,,,,,,,,,-95.7425,37.2256,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008247,Independence Farmers Market,http://www.independencefarmersmarket.org,corner of HWY21 and HWY 58,Independence,Virginia,24348,5/9/2014,10/31/14,Fri: 9:00 AM-2:00 PM;,,,,,,,-81.151757,36.62217,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y
1010618,Independence Farmers Market,http://independencefarmersmarket.org,,Independence,Virginia,24348,5/9/2014,10/31/14,Fri: 9:00 AM-2:00 PM;,11/01/2014 to 12/01/2014,,,,,,-81.151824,36.622262,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y
1008592,Independence Farmers' Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=319,Truman Road and Liberty Street,Independence,Missouri,64052,5/4/2013,10/30/13,Wed: 5:00 AM-1:00 PM;Sat: 5:00 AM-1:00 PM;,,,,,,,-94.417025,39.093818,Y,N,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
1008724,Independence Farmers' Market,http://www.cityofindependence.org/farmers market/index.htm,5272 Madison pike,Independence,Kentucky,41051,4/27/2013,11/2/13,Sun: 8:30 AM-2:00 PM;,,,,,,,-84.543717,38.942928,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
1002236,Independence Park Farmers Market,http://www.gipna.com,3945 N Springfield Ave.,Chicago,Illinois,60618,6/8/2014,10/26/14,Sun: 9:00 AM-1:00 PM;,,,,,,,-87.72504,41.95269,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1009238,Indian Hills Farmer's Market ,https://www.facebook.com/IndianHillsFarmersMarket,5381 Parmalee Gulch,Indian Hills,Colorado,80454,,,,,,,,,,-105.241,39.62,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1010257,Indian Lake Community Farmers Market ,,,Indian Lake,New York,,,,,,,,,,,-74.2653667,43.7824501,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001408,Indian Orchard Farmers Market,,"Hampden Bank, 187 Main Street",Indian Orchard,Massachusetts,,,,,,,,,,,-72.5014,42.1592,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003829,Indian River Grower's Market,,"3435 S. Straits Hwy, Chamber parking lot,",Indian River,Michigan,49749,,,,,,,,,,-84.6122,45.4121,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002200,Indian Valley Farmers' Market,http://www.ivfm.org,Main Street and Penn Avenue,Telford,Pennsylvania,18969,6/21/2014,10/18/14,Sat: 8:30 AM-12:30 PM;,,,,,,,-75.32905,40.32515,Y,N,N,N,N,-,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N
1009222,Indiana County Farmers Market ,http://www.indianafarmmarket.blogspot.com/,8th & Church Streets,Indiana,Pennsylvania,15701,,,,,,,,,,-79.1447,40.6224,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001836,Indianola Farmers Market,,Hwy 92 at Fairground west gate,Indianola,Iowa,50125,,,,,,,,,,-93.5682,41.3593,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006302,Indianola Open Air Market,,112 Martin Luther King Blvd (Highway 49 S),Indianola,Mississippi,38751,5/23/2013,8/22/13,Thu: 4:00 PM-6:00 PM;,,,,,,,-90.632722,33.456043,Y,N,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1006165,Indy Winter Farmers Market,http://www.indywinterfarmersmarket.org,"202 E Market St, West Wing",Indianapolis,Indiana,46204,11/9/2013,4/26/14,Sat: 9:00 AM-12:30 PM;,,,,,,,-86.154066,39.76898,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1010405,Inglewood Harvest Barn Market,http://Inglewoodfarm.com,6233 Old Baton Rouge Hwy,Alexandria ,Louisiana,71302,9/27/2014,6/1/15,Sat: 9:00 AM-1:00 PM;,06/01/2014 to 09/26/2014,Sat: 8:00 AM-12:00 PM;,,,,,-92.424126,31.23258,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N
1006555,Inner Sunset Farmers' Market,http://www.pcfma.com/innersunset,1326 9th Avenue,San Francisco,California,94122,January,December,sun:9:00 AM - 1:00 PM;,,,,,,,-122.466204,37.763512,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1009390,Inter-Faith Food Shuttle Young Farmer Market ,http://www.foodshuttle.org/,Dover Farm Rd & Tryon Rd,Raleigh,North Carolina,27606,,,,,,,,,,-78.7155,35.7492,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001486,Interlochen Farmers Market,http://www.facebook.com/interlochenfarmersmarket,2112 M-137,Interlochen,Michigan,49643,5/4/2014,10/26/14,Sun: 9:00 AM-2:00 PM;,,,,,,,-85.7678865,44.6570752,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N
1003121,International City Farmers' Market,http://www.internationalcityfm.org,105 Mulberry St (Perkins Field),Warner Robins,Georgia,31093,1/9/2014,12/18/14,Thu: 1:00 PM-7:00 PM;,,,,,,,-83.61042,32.618882,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N
1006992,International Farmers' Market,,315 Pine St.,Manchester,New Hampshire,,,,,,,,,,,-71.7161,42.9153,Y,N,N,N,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004461,Interstate Farmers Market - Lombard Location,http://www.interstatefarmersmarket.com,N. Interstate Ave & N. Lombard St.,Portland,Oregon,97217,May,September,Sat:9:00 am - 1:30 pm;,,,,,,,-122.683,45.5774,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1000042,Inver Grove Heights Farmers Market,,Veterans Memorial Community Center parking lot,Inver Grove Heights,Minnesota,55077,,,,,,,,,,-93.064,44.8322,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009498,Inverness Farmers Market ,https://www.facebook.com/pages/Inverness-Farmers-Market/188908154468280,212 W Main St,Inverness,Florida,34450,,,,,,,,,,-82.3318,28.8356,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000072,Inwood Greenmarket,http://www.grownyc.org,Isham St - Seaman & Cooper,New York,New York,10034,1/1/2013,12/31/13,Sat: 8:00 AM-3:00 PM;,,,,,,,-73.919942,40.868272,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
1004384,Ionia Farmers' Market,http://www.ci.ionia.mi.us,South Steele Street and Adams Street,Ionia,Michigan,48846,7/1/2014,11/1/14,Wed: 3:00 PM-7:00 PM;Sat: 9:00 AM-1:00 PM;,07/05/2014 to 10/29/2014,Wed: 3:00 PM-7:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,-85.0677261,42.9814841,Y,Y,Y,Y,N,-,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1005562,Iowa City Farmers Market,http://www.icgov.org/farmersmarket,220 S. Gilbert St.,Iowa City,Iowa,52240,5/1/2012,10/31/12,,,,,,,,-91.52975,41.65988,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002675,Iowa Falls Farmers Market,,Downtown 500 Block of Washington Avenue,Iowa Falls,Iowa,50126,,,,,,,,,,-93.2631,42.5196,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002676,Iowa Falls Farmers Market (River Halls Mall),,River Halls Mall,Iowa Falls,Iowa,50126,,,,,,,,,,-93.2624,42.5122,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1010078,Ipswich Farmers Market,http://www.ipswichfarmersmarket.com,36 S. Main St.,Ipswich,Massachusetts,01938,6/20/2014,10/17/14,Fri: 4:00 PM-7:00 PM;,,,,,,,-70.836881,42.677911,Y,Y,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N
1007365,Iron County Farmers Market,,,Hurley,Wisconsin,54534,,,,,,,,,,-89.8584,44.3694,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003255,Iron Mountain Farmers & Artisans Market,http://www.ironmountaindowntown.com,City Parking Lot on East A Street,Iron Mountain,Michigan,49801,,,,,,,,,,-88.0664,45.8183,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000356,Irondale Farmers Market,,1906 1st Ave N,Irondale,Alabama,35210,,,,,,,,,,-86.7083,33.5388,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001924,Irondequoit Farmers Market,http://www.irondequoit.org,1280 Titus Avenue,Rochester,New York,14617,June,October,,,,,,,,-77.58154,43.2111837,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N
1009740,Ironoaks @ Sun Lakes Market,http://www.azfarmersmarkets.us ,24218 S Oakwood Blvd,Sun Lakes,Arizona,85248,10/1/2013,5/6/14,Tue: 9:00 AM-1:00 PM;,,,,,,,-111.872331,33.227677,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008097,Irvine Certified Farmers' Market,http://www.orange.cfbf.com,Bridge and Campus,Irvine,California,,1/1/2014,12/31/14,Sat: 8:00 AM-12:00 PM;,,,,,,,-117.8418298,33.651002,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N
1008090,Irvine Regional Park Certified Farmers' Market,http://www.orange.cfbf.com,1 Irvine Park Road,Orange,California,92862,1/1/2014,12/31/14,Tue: 9:00 AM-1:00 PM;,,,,,,,-117.7587735,33.7987107,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N
1005769,Irvington Farmers Market,,,Irvington,Virginia,22480-0056,,,,,,,,,,-76.408,37.6759,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009817,Irvington Farmers Market,http://www.irvingtonfarmersmarket.com/,NE 16th & Broadway,Portland ,Oregon,,5/25/2014,10/19/14,Sun: 10:30 AM-2:30 PM;,,,,,,,-122.6494676,45.5350395,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003905,Irvington Farmers Market ,http://www.irvingtongardenclub.org,5301 E. St. Clair Street (East Side Indy),Indianapolis,Indiana,46219,6/8/2014,10/12/14,Sun: 12:00 PM-3:00 PM;,,,,,,,-86.0782,39.7776,Y,Y,Y,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N
1006556,Irvington Farmers' Market,http://www.pcfma.com/irvington,40900 Chapel Way,Fremont,California,94538,January,December,sun:9:00 AM - 1:00 PM;,,,,,,,-121.9635867,37.5329426,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1010490,Isabahlia Farmers Market,http://Isabahlialoefinc.org,410 Livonia Ave,Brooklyn,New York,11212,,,,,,,,,,-73.9023367,40.6634995,Y,N,Y,Y,Y,-,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1009294,Isanti Family Farmers Market ,http://www.isantifamilyfarmersmarket.org/,17 Main Street West,Isanti,Minnesota,55040,,,,,,,,,,-93.247,45.4903,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1010738,Island Market,http://fabuloushomeandpatio.com,101000 overseas highway,Key Largo ,Florida,33037,11/28/2014,4/26/15,Fri: 9:00 AM-5:00 PM;Sat: 9:00 AM-5:00 PM;Sun: 9:00 AM-5:00 PM;,,,,,,,-80.4272178,25.1092141,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N
1008266,Islandview Farmers Market,https://www.facebook.com/Islandview.Farmers.Market,7200 Mack Avenue,Detroit,Michigan,48214,6/26/2013,10/16/13,Wed: 4:00 PM-7:00 PM;,,,,,,,-83.011885,42.364635,Y,Y,N,Y,Y,-,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1010504,Islandview Farmers Market,http://www.genesishope.org/,7200 Mack,Detroit,Michigan,48214,7/2/2014,10/15/14,Wed: 4:00 PM-7:00 PM;,,,,,,,-83.01236,42.36435,Y,Y,N,Y,Y,-,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
1003206,Islesboro Central School Farmer's Market,,300 Main Road,Islesboro,Maine,04848,July,August,,,,,,,,-68.9015,44.3029,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000351,Islip Farmers Market,,"Town Hall parking lot,Montauk Highway (Route 27A)",Islip,New York,,,,,,,,,,,-73.2107,40.7303,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003680,Issaquah Farmers Market,http://www.issaquahwa.gov/market,1730 10th Ave N.W.,Issaquah,Washington,98027,4/19/2014,10/11/14,Sat: 9:00 AM-2:00 PM;,,,,,,,-122.0495122,47.5505355,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y
1004854,Itawamba Farmers Market,,201 West Main Street,Fulton,Mississippi,38843,6/7/2013,9/30/13,Tue: 2:00 PM-4:00 PM;Fri: 2:00 PM-4:00 PM;,,,,,,,-88.419874,34.274265,Y,N,N,N,N,-,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1001641,Ithaca Farmers Market,http://www.ithacami.com,Center St,Ithaca,Michigan,48847,5/3/2014,10/25/14,Sat: 7:00 AM-1:00 PM;,,,,,,,-84.607979,43.291365,Y,N,N,N,N,-,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N
1000874,Ithaca Farmers Market - Dewitt Park,http://www.ithacamarket.com,DeWitt Park,Ithaca,New York,14851,4/1/2012,09/31/2012,,,,,,,,-76.4987796,42.4417988,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000873,Ithaca Farmers Market - Steamboat Landing,http://www.ithacamarket.com,"Steamboat Landing, Third St. off Rt 13, Ithaca",Ithaca,New York,14851,April,December,Sat:9:00 AM - 3:00 PM;sun:10:00 AM - 3:00 PM;,,,,,,,-76.508768,42.450806,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N
1008930,Ittle Mobile Market,https://www.facebook.com/ittlebittyfarms,1245 Grandview Ridge Road,Red House,West Virginia,25168,1/1/2014,12/31/14,Thu: 5:00 PM-6:00 PM;Sat: 10:00 AM-1:00 PM;,,,,,,,-81.855374,38.577081,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N
1004636,Iva Farmers Market,,S.C. Hwy 81 and Broad Street,Iva,South Carolina,,,,,,,,,,,-82.6639,34.3066,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004380,Ivanhoe Farmers Market,https://www.facebook.com/BullerGardens,North end of Main Street,Ivanhoe,Minnesota,56142,7/24/2013,9/18/13,Wed: 3:00 PM-5:30 PM;,,,,,,,-96.246607,44.465197,Y,N,N,N,N,-,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008800,Ivanhoe Farmers' Market,http://growninivanhoe.org/farmers-market,3700 Woodland,Kansas City,Missouri,64109,6/20/2014,9/26/14,Fri: 5:00 PM-7:00 PM;,,,,,,,-94.5627719,39.0591615,Y,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1008929,Ivoryton Village Farmers Market,http://ivorytonfarmersmarket.com,Ivoryton Village Green Corner of Main St and N Main St,Ivoryton,Connecticut,06442,6/21/2014,10/11/14,Sat: 10:00 AM-1:30 PM;,,,,,,,-72.441649,41.348493,Y,N,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N
1007744,J'ville Farmers Market,http://www.jvillemarket.com/,,Jacksonville,Oregon,,,,,,,,,,,-122.965,42.3143,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001654,Jack London Square CFM,http://www.pcfma.com/market_home.php?market_id=5,Broadway Street & Water Street,Oakland,California,,January,December,sun:9:00 AM - 2:00 PM;,,,,,,,-122.2771676,37.7947313,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1003416,Jack Newe's FM,,1920 S Brea Canyon Cut Off,Walnut,California,,,,,,,,,,,-117.867,33.9835,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008847,Jack Oo Lantern Farm,http://www.jackolanternfarm.com,430 garage rd.,Muscle Shoals ,Alabama,,,,Tue: 3:00 PM-7:00 PM;Thu: 3:00 PM-7:00 PM;Sat: 9:00 AM-2:00 PM;,,,,,,,-87.665605,34.760154,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1006376,Jackalope Square Farmers Market,http://www.mainstreetdouglas.squarespace.com,130 S. 3rd,Douglas,Wyoming,82633,8/9/2014,9/27/14,Sat: 9:00 AM-12:00 PM;,,,,,,,-105.3845,42.75888,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1008212,Jackie Moreno City Waco,jackielawson25@yahoo.com,1015 Hogan Lane appt. 6,Waco,Texas,76705,,,,,,,,,,-97.105075,31.590965,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001435,Jackson (Mo) Farmer's Market,https://www.facebook.com/JacksonMoFarmersMarket?ref=br_tf,"City Park off Independence Street, Band Shell parking lot",Jackson,Missouri,63755,5/7/2013,9/24/13,Tue: 3:00 AM-6:00 PM;,,,,,,,-89.673157,37.39263,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1003385,Jackson County Farmers Market,,365 Welchburg Egypt Road,Tyner,Kentucky,40486,,,,,,,,,,-83.9053,37.318,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003479,Jackson County Farmers Market,http://www.jacksoncountyfarmersmarket.org,Railroad Ave.,Sylva,North Carolina,28779,4/5/2014,10/25/14,Sat: 9:00 AM-12:00 PM;,,,,,,,-83.225369,35.37451,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N
1003634,Jackson County Farmers Market,,McGraw Street,Ripley,West Virginia,25271,May,October,Sat:8:00 AM - 1:00 PM;,,,,,,,-81.723175,38.820668,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1003785,Jackson County Farmers Market,,Jackson County Fair Ground,Pascagoula,Mississippi,39568,,,,,,,,,,-88.8309,30.6404,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008748,Jackson County Farmers Market - Winter,http://www.jacksoncountyfarmersmarket.org,Central Street,Sylva,North Carolina,28779,11/1/2014,3/28/15,Sat: 10:00 AM-1:00 PM;,,,,,,,-83.2250683,35.3755513,Y,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N
1002839,Jackson County Farmers Market I,,Between 4th & 5th Streets,Holton,Kansas,55436,,,,,,,,,,-95.7452,39.4649,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000872,Jackson Farmer's Market,,Main Street,Jackson,New Hampshire,03846,June,October,Sat:9:00 am - 1:00 pm;,,,,,,,-78.8841,40.3434,Y,N,N,N,N,-,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1005155,Jackson Farmers Market,http://www.jacksonfarmersmarket.org,Barton Street,Jackson,Missouri,63755,April,October,Tue:4:30 pm - 7:00 pm;,,,,,,,-89.6671,37.3828,Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1000085,Jackson Heights Greenmarket,http://www.grownyc.org,34 Ave - 77 & 78 Sts,Queens,New York,11372,1/1/2013,12/31/13,Sun: 8:00 AM-3:00 PM;,,,,,,,-73.889215,40.753353,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N
1010293,Jackson Hole Farmer's Market,,890 South Highway 89,Jackson ,Wyoming,83001,7/3/2014,10/11/14,Thu: 10:00 AM-6:00 PM;Fri: 10:00 AM-6:00 PM;Sat: 10:00 AM-4:00 PM;,,,,,,,-110.792249,43.466381,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1005415,Jackson Hole People's Market,http://www.jhpeoplesmarket.org,Snow King Ave & King St.,Jackson,Wyoming,83001,6/18/2014,9/17/14,Wed: 4:00 PM-7:00 PM;,,,,,,,-110.760896,43.472924,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N
