OF_ID,createTime,updateTime,finishTime,Location_ST,Location_City,Location_State,Location_StateFIPS,Location_Zip,marketname,Market_Website,Market_Facebook,Market_Twitter,season1_date,season1_time,season1_notes,season1_products,season2_date,season2_time,season2_notes,season2_products,season3_date,season3_time,season3_notes,season3_products,season4_date,season4_time,season4_notes,season4_products,Product_1,Product_2,Product_3,Product_4,Product_5,Product_6,Product_7,Product_8,Product_9,Product_10,Product_11,Product_12,Product_13,Product_14,Product_15,Product_16,Product_17,Product_18,Product_19,Product_20,Product_21,Product_22,Product_23,Product_24,Product_25,Product_26,Product_27,Product_28,ActivityList,Activity_1,Activity_2,Activity_3,Activity_4,Activity_5,Activity_6,Activity_7,Activity_8,Activity_9,Activity_10,Activity_11,FacilitiesList,Facilities_1,Facilities_2,Facilities_3,Facilities_4,Facilities_5,Payment_2,Payment_3,Payment_4,Payment_1
4000943,,2014-07-28 22:32:30,2014-07-28 22:32:30,Box 532,Oakland,Iowa,19,51560,Honey Creek Farms ,neverendingharvest.com,https://www.facebook.com/neverendingharvestvideos,,,,,Baked goods; Canned or preserved food; Fresh fruits; Fresh vegetables; Poultry products;,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0
4017537,2014-10-23 21:33:55,2014-10-23 21:45:45,2014-10-23 21:45:45,1250 Kinderhook Rd ,Chittenango,New York,36,13037,Honey Hill Orchard & Apiaries,,Honey Hill Orchard & Apiary,,08/16/2014 to 11/08/2014,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 9:00 AM - 6:00 PM;,"Roadside stand, additional hours available by appointment",Fresh fruits; Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4004013,,2014-07-27 19:05:27,2014-07-27 19:05:27,19201 Dee Lane,Canyon,Texas,48,79015,Honey's Farm Fresh,www.honeysfarmfresh.com,https://www.facebook.com/pages/Honeys-Farm-Fresh/201738469838822,,01/01/2014 to 12/31/2014,,,Eggs; Honey; Poultry products; Soap;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4013856,,2014-09-16 12:24:22,2014-09-16 12:24:22,897 Redwood Road,Broken Bow,Oklahoma,40,74728,HoneyBear Ranch,www.honeybear-ranch.com,HoneyBear Ranch,,01/01/2015 to 03/01/2015,Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 10:00 AM - 6:00 PM;,,Canned or preserved food; Eggs; Nursery stock;,04/01/2015 to 08/01/2015,Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 10:00 AM - 6:00 PM;,,Bedding plants; Canned or preserved food; Eggs; Herbs; Fresh vegetables; Nursery stock;,09/01/2014 to 12/31/2014,Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 10:00 AM - 6:00 PM;,,Bedding plants; Canned or preserved food; Eggs; Herbs; Nursery stock;,,,,,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Family/ youth activities;   Other: Spring and Fall Planting Festivals with guest speakers who are experts in their field.;,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4000941,,2014-07-30 13:15:05,2014-07-30 13:15:05,9642 Randle Road,Williamsport,Ohio,39,43164,Honeyrun Farm,www.honeyrunfarm.com,https://www.facebook.com/honeyrunfarm,,01/01/2014 to 12/31/2014,Mon: 7:00 AM - 8:00 PM;Tue: 7:00 AM - 8:00 PM;Wed: 7:00 AM - 8:00 PM;Thu: 7:00 AM - 8:00 PM;Fri: 7:00 AM - 8:00 PM;Sat: 7:00 AM - 8:00 PM;Sun: 7:00 AM - 8:00 PM;,Farmstand operates via the honor system.,Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4003158,,2014-07-26 18:46:42,2014-07-26 18:46:42,4333 Kingston Hwy,Loudon,Tennessee,47,37774,Honeys Blueberry Farm,,,,05/22/2014 to 08/30/2014,Mon: 8:00 AM - 7:00 PM;Tue: 8:00 AM - 7:00 PM;Wed: 8:00 AM - 7:00 PM;Thu: 8:00 AM - 7:00 PM;Fri: 8:00 AM - 7:00 PM;Sat: 8:00 AM - 7:00 PM;,Open 7 days in July,Fresh fruits; Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Picnic areas with tables; ,0,0,0,1,0,1,0,0,0
4016577,,2014-07-27 16:23:07,2014-07-27 16:23:07,8276 Ibis Street,Sarasota,Florida,12,34241,Honeyside Farms,www.honeysidefarms.com,https://www.facebook.com/HoneysideFarms,,02/21/2015 to 03/29/2015,Sat: 9:00 AM - 1:00 PM;Sun: 9:00 AM - 1:00 PM;,Call to check dates,Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,0,0,0
4003853,,2014-07-23 12:41:01,,3801 Straight Hill Rd,Hood River,Oregon,41,97031,Hood River Lavender Farm,http://www.hoodriverlavender.com,www.facebook.com/hoodriverlavender,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
4003628,,2014-08-13 20:41:58,2014-08-13 20:41:58,86 Old Spring Hill Rd,Scottsville,Virginia,51,24590,"Hope of Glory Farm, LLC",http://www.hopeofgloryfarm.com/,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4014440,,2014-09-16 13:56:18,2014-09-16 13:56:18,434 Camden Road,Hope,Maine,23,4847,Hope Orchards,www.hopeorchards.com,www.facebook.com/HopeOrchards,,09/13/2014 to 09/30/2014,Fri: 9:00 AM - 5:00 PM;Sat: 9:00 AM - 5:00 PM;Sun: 9:00 AM - 5:00 PM;,,Canned or preserved food; Fresh fruits; Fresh vegetables; Honey; Juices; Maple products;,10/01/2014 to 10/31/2014,Wed: 12:00 PM - 6:00 PM;Thu: 12:00 PM - 6:00 PM;Fri: 9:00 AM - 5:00 PM;Sat: 9:00 AM - 5:00 PM;Sun: 9:00 AM - 5:00 PM;,,Canned or preserved food; Fresh fruits; Fresh vegetables; Honey; Juices;,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Picnic areas without tables; Picnic areas with tables; ,0,0,1,1,0,1,1,1,0
4017143,2014-08-04 18:12:53,2014-08-04 18:22:51,,14242 River Road,South Boston,Virginia,51,24592,"Hudson Heritage Farms, LLC",https://sites.google.com/site/hudsonheritagefarms/,https://www.facebook.com/pages/Hudson-Heritage-Farms-LLC/172016466152452,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
4017169,2014-08-07 14:11:35,2014-08-07 14:26:57,2014-08-07 14:26:57,616 Stout St,Walsenburg ,Colorado,08,81089,Hugs Farm,www.HugsFarm.weebly.com,,,05/01/2014 to 10/01/2014,Mon: 8:00 AM - 12:00 PM;Tue: 8:00 AM - 12:00 PM;,Call for  appointment. Come to the Market In Walsenburg at 6th & Main Fridays 3:00-6:00,Canned or preserved food; Herbs; Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation;  Other: Call for appointment. We also offer farming services to your location;,0,1,0,0,1,0,0,0,0,0,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,1,0,1
4017477,2014-09-26 08:57:50,2014-09-26 09:05:26,2014-09-26 09:05:26,5095 old state rd,Edinboro,Pennsylvania,42,16412,Hulings Blueberries and Farm Market,hulingsblueberries.com,Hulings Blueberries,,07/07/2014,Mon: 9:00 AM - 7:00 PM;Tue: 9:00 AM - 7:00 PM;Wed: 9:00 AM - 7:00 PM;Thu: 9:00 AM - 7:00 PM;Fri: 9:00 AM - 7:00 PM;Sat: 9:00 AM - 7:00 PM;Sun: 10:00 AM - 6:00 PM;,,Baked goods; Bedding plants; Canned or preserved food; Cut flowers; Dairy products; Dry beans; Eggs; Herbs; Fresh fruits; Fresh vegetables; Honey; Maple products; Soap;,,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); ,1,0,0,0,0,1,1,0,0
4017155,2014-08-05 15:44:49,2014-08-05 15:58:54,2014-08-05 15:58:54,46 Huntoon Road,Danbury,New Hampshire,33,03230,Huntoon Farm,huntoonfarm.com,https://www.facebook.com/HuntoonFarm,,06/07/2014 to 06/29/2014,Sat: 10:00 AM - 5:00 PM;Sun: 10:00 AM - 5:00 PM;,,Baked goods; Eggs; Poultry products; Prepared foods; Non-poultry meat;,07/03/2014 to 09/01/2014,Mon: 10:00 AM - 7:00 PM;Thu: 10:00 AM - 7:00 PM;Fri: 10:00 AM - 7:00 PM;Sat: 10:00 AM - 7:00 PM;Sun: 10:00 AM - 7:00 PM;,,Baked goods; Crafts and/or woodworking items; Eggs; Poultry products; Prepared foods; Non-poultry meat;,09/07/2013 to 10/27/2013,Sat: 10:00 AM - 5:00 PM;Sun: 10:00 AM - 5:00 PM;,,Baked goods; Crafts and/or woodworking items; Dairy products; Eggs; Herbs; Poultry products; Prepared foods; Non-poultry meat;,,,,,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Educational tours/ classes; Hay rides; ,0,1,0,0,0,0,0,1,0,0,0,Flush toilets; Picnic areas with tables; ,0,1,0,1,0,1,1,1,1
4017361,2014-08-30 14:35:31,2014-08-30 14:45:10,2014-08-30 14:45:10,220 Moores Mill Rd.,Pelzer,South Carolina,45,29669,Hurricane Creek Farms,www.hurricanecreekfarms.com,https://www.facebook.com/HurricaneCreekFarms,,01/01/2014 to 12/31/2014,Thu: 1:00 PM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;,,Canned or preserved food; Dairy products; Herbs; Fresh vegetables; Grains and/or flour; Honey; Non-poultry meat;,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,1,1,0
4017364,2014-08-31 11:50:33,2014-08-31 13:13:11,2014-08-31 13:13:11,975 S. Windsor St,South Royalton,Vermont,50,05068,Hurricane Flats,www.hurricaneflats.com,https://www.facebook.com/HurricaneFlats,,06/17/2014 to 10/31/2014,Mon: 7:00 AM - 8:00 PM;Tue: 7:00 AM - 8:00 PM;Wed: 7:00 AM - 8:00 PM;Thu: 7:00 AM - 8:00 PM;Fri: 7:00 AM - 8:00 PM;Sat: 7:00 AM - 8:00 PM;Sun: 7:00 AM - 8:00 PM;,,Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0
4003085,,2014-07-27 09:48:52,2014-07-27 09:48:52,1101 Shell Point Rd East,Ruskin,Florida,12,33570,Hydro Harvest Farms,http://www.hydroharvestfarms.com/,https://www.facebook.com/hydroharvestfarms,,01/01/2014 to 12/31/2014,Mon: 10:00 AM - 5:00 PM;Tue: 10:00 AM - 5:00 PM;Wed: 10:00 AM - 5:00 PM;Thu: 10:00 AM - 5:00 PM;Fri: 10:00 AM - 5:00 PM;Sat: 10:00 AM - 5:00 PM;Sun: 11:00 AM - 4:00 PM;,,Bedding plants; Canned or preserved food; Herbs; Fresh fruits; Fresh vegetables; Honey;,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Family/ youth activities;  Pick Your Own/U-Pick operation;  Other: Pumpkin Patch and Christmas Tree. Hydroponic Growers Classes;,0,1,0,1,1,0,0,0,0,0,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,1,1,1
4017173,2014-08-09 16:09:24,2014-08-09 16:19:56,2014-08-09 16:19:56,N8536 Pelkey Rd K 3,Stephenson,Michigan,26,49887,Immerfrost Farm,ImmerfrostFarm.com,http://goo.gl/qlvwg,https://www.twitter.com/ImmerfrostFarm,04/07/2014 to 09/15/2014,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 2:00 AM - 6:00 PM;Sun: 9:00 AM - 6:00 PM;,Open by appointment or by chance.  Call ahead to be certain.,Bedding plants; Canned or preserved food; Cut flowers; Herbs; Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4000924,,2014-07-30 13:58:45,2014-07-30 13:58:45,,Angier,North Carolina,37,27501,In Theory Farm,http://www.intheoryfarm.com/,https://www.facebook.com/intheoryfarm,,01/01/2014 to 12/31/2014,,By appointment only,Dairy products; Eggs; Pet food; Poultry products; Non-poultry meat; Soap;,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017151,2014-08-05 11:32:56,2014-08-05 11:37:34,2014-08-05 11:37:34,824 Indian Valley Post  Office Rd,Indian Valley,Virginia,51,24105,Indian Valley Farms LLC,,,,01/01/2014 to 12/31/2014,,call ahead to find out what is available and when I will be here,Eggs; Herbs; Fresh fruits; Fresh vegetables; Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017342,2014-08-28 14:38:51,2014-08-28 15:15:21,2014-08-28 15:15:21,1400 Seeley Chapel Rd,Connerville,Oklahoma,40,74836,Inslee Fish Farm,,https://www.facebook.com/pages/Inslee-Fish-Farm/123937417683643,,01/01/2014 to 12/31/2014,Mon: 9:00 AM - 4:00 PM;Tue: 9:00 AM - 4:00 PM;Wed: 9:00 AM - 4:00 PM;Thu: 9:00 AM - 4:00 PM;Fri: 9:00 AM - 4:00 PM;Sat: 9:00 AM - 4:00 PM;,,Crafts and/or woodworking items; Eggs; Fish and/or seafood; Herbs;,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017172,2014-08-08 15:41:33,2014-09-25 16:39:30,2014-09-25 16:39:30,4505 Tryon Road,Raleigh,North Carolina,37,27606,Inter-Faith Food Shuttle Tryon Road Farm Stand,http://foodshuttle.org/,https://www.facebook.com/InterFaithFoodShuttle,https://twitter.com/FoodShuttle,05/17/2014 to 09/27/2014,Thu: 12:00 PM - 6:00 PM;Fri: 12:00 PM - 6:00 PM;Sat: 9:00 AM - 1:00 PM;,Closed on holidays (ex: 4th of July),Bedding plants; Cut flowers; Eggs; Fresh vegetables;,,,,,,,,,,,,,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celebrations/ corporate events; Educational tours/ classes; Family/ youth activities;  ,1,1,0,1,0,0,0,0,0,0,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,1,1,0
4017301,2014-08-25 23:01:22,2014-08-25 23:11:01,2014-08-25 23:11:01,7575 Iron Mountain Blvd.,Stagecoach,Nevada,32,89429,Iron Mountain Nursery & Farm,,https://www.facebook.com/ironmountainnurseryandfarm,,09/01/2014 to 12/01/2015,Sun: 10:00 AM - 2:00 PM;,,Bedding plants; Herbs; Fresh fruits; Fresh vegetables; Nursery stock;,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Picnic areas with tables; ,0,0,0,1,0,1,1,1,0
4017195,2014-08-15 23:23:14,2014-08-15 23:29:52,2014-08-15 23:29:52,10301 SW Cemetery Rd,Vashon,Washington,53,98070,Island Meadow Farm,Islandmeadowfarm.wordpress.com,,,03/01/2014 to 12/24/2014,Mon: 7:00 AM - 7:00 PM;Tue: 7:00 AM - 7:00 PM;Wed: 7:00 AM - 7:00 PM;Thu: 7:00 AM - 7:00 PM;Fri: 7:00 AM - 7:00 PM;Sat: 7:00 AM - 7:00 PM;Sun: 7:00 AM - 7:00 PM;,Open Dawn till Dusk,Cut flowers; Eggs; Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4015776,,2014-07-27 00:50:37,2014-07-27 00:50:37,2060 Bladwin Road,Lapeer,Michigan,26,48446,Ives Organics,,www.Facebook.com/IvesOrganics ,,05/30/2014 to 09/30/2014,Sun: 9:00 AM - 5:00 PM;,,Fresh fruits;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4015759,,2014-07-27 08:42:35,2014-07-27 08:42:35,1219 Saint Michael Rd,Southside,Tennessee,47,37171,J&J Century Farm,jandjcenturyfarm.com,https://www.facebook.com/pages/JJ-Century-Farm/119301329270,,01/01/2014 to 12/31/2014,Mon: 8:00 AM - 5:00 PM;Tue: 8:00 AM - 5:00 PM;Wed: 8:00 AM - 5:00 PM;Thu: 8:00 AM - 5:00 PM;Fri: 8:00 AM - 5:00 PM;Sat: 8:00 AM - 5:00 PM;Sun: 1:00 PM - 5:00 PM;,,Eggs; Fish and/or seafood; Herbs; Fresh fruits; Fresh vegetables; Prepared foods;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Celebrations/ corporate events; Educational tours/ classes; Family/ youth activities;  Pick Your Own/U-Pick operation; Hay rides; Corn maze; Petting zoo;  Other:  playground, weddings;",1,1,0,1,1,0,0,1,1,1,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,0,0
4017384,2014-09-03 13:03:54,2014-09-03 13:18:37,2014-09-03 13:18:37,,Espanola,New Mexico,35,,J&L Gardens,http://www.jandlgardens.com,www.facebook.com/pages/J-L-Gardens/253306811388712,,01/01/2014 to 12/31/2014,Mon: 8:00 AM - 5:00 PM;Tue: 8:00 AM - 5:00 PM;Wed: 8:00 AM - 5:00 PM;Sun: 8:00 AM - 5:00 PM;,Please give us a call beforehand.  We may be out in the field.,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Other: seed production;,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0
4017368,2014-09-01 20:11:12,2014-09-01 20:24:38,2014-09-01 20:24:38,7971 Vallance Rd.,LeRoy,New York,36,14482,J&W Farm,,,,07/05/2014 to 10/10/2014,Mon: 6:00 AM - 8:00 PM;Tue: 6:00 AM - 8:00 PM;Wed: 6:00 AM - 8:00 PM;Thu: 6:00 AM - 8:00 PM;Fri: 6:00 AM - 8:00 PM;Sat: 6:00 AM - 8:00 PM;Sun: 6:00 AM - 8:00 AM;,,Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0
4015722,,2014-07-26 18:10:01,2014-07-26 18:10:01,10373 N 300 E,North Manchester,Indiana,18,46962,J.L. Hawkins Family Farm L.P.,www.hawkinsfamilyfarm.com,https://www.facebook.com/hawkinsfamilyfarm,https://www.twitter.com/hawkinsfarm,01/01/2014 to 12/31/2014,,,Eggs; Honey; Maple products; Poultry products; Non-poultry meat;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0, Other: Locally-sourced brick oven pizza most summer Friday evenings;,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4000920,,2014-08-13 12:28:51,2014-08-13 12:28:51,270 Wilpen Rd,Ligonier,Pennsylvania,42,15658,Jamboree Farm,http://jamboreefarm.blogspot.com/,https://www.facebook.com/jamboreefarm,https://twitter.com/JamboreeFarm,01/01/2014 to 12/31/2014,Mon: 8:00 AM - 8:00 PM;Tue: 8:00 AM - 8:00 PM;Wed: 8:00 AM - 8:00 PM;Thu: 8:00 AM - 8:00 PM;Fri: 8:00 AM - 8:00 PM;Sat: 8:00 AM - 8:00 PM;Sun: 3:00 PM - 5:00 PM;,"Customers are welcome to visit our farm during reasonable hours.  A call ahead is appreciated, but not required.",Canned or preserved food; Eggs; Herbs; Fresh fruits; Fresh vegetables; Juices; Poultry products; Non-poultry meat; Wild harvested forest products;,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,Educational tours/ classes; Family/ youth activities;  Tours of manufacturing facilities; Pumpkin shooting; Hay rides; Pony rides; ,0,1,0,1,0,1,1,1,0,0,1,Hand washing station(s); Flush toilets; Picnic areas without tables; ,1,1,1,0,0,1,0,0,0
4014302,,2014-08-26 05:41:26,,410 Skyline Trail,Chester,Massachusetts,25,1011,Jamesons High Meadow Farm,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
4003698,,2014-08-14 12:41:01,2014-08-14 12:41:01,16539 183rd Street,Little Falls,Minnesota,27,56345,Januschka's Farm Fresh Meat,,,,01/01/2014 to 12/31/2014,,We are open by appointment only,Poultry products;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Celebrations/ corporate events; Educational tours/ classes; Family/ youth activities;  Hay rides; ,1,1,0,1,0,0,0,1,0,0,0,,0,0,0,0,1,1,1,0,0
4000918,,2014-07-28 09:41:09,2014-07-28 09:41:09,2091 State Route 321,Sardinia ,Ohio,39,45171,Jaybird Farms,www.jaybirdfarms.com,https://www.facebook.com/JaybirdFarms,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4016732,,2014-07-27 00:10:14,2014-07-27 00:10:14,18265 SE Neck Road,Dayton,Oregon,41,97114,Jeff and Jen's U-Pick,goddik@frontier.com,,,,Mon: 8:00 AM - 8:00 PM;Tue: 8:00 AM - 8:00 PM;Wed: 8:00 AM - 8:00 PM;Thu: 8:00 AM - 8:00 PM;Fri: 8:00 AM - 8:00 PM;Sat: 8:00 AM - 8:00 PM;Sun: 8:00 AM - 8:00 PM;,Open from Memorial Day Weekend to August 15.   8 am - 8 pm daily,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,Hand washing station(s); Picnic areas without tables; ,1,0,1,0,0,1,1,0,0
4017506,2014-10-08 18:12:09,2014-10-08 18:17:24,2014-10-08 18:17:24,7093  County Road 61,Divide,Colorado,08,80814,"Jenkins Farm, L.L.C.",,,,07/01/2015 to 09/30/2015,Sat: 9:00 AM - 5:00 PM;Sun: 9:00 AM - 5:00 PM;,,Eggs; Herbs; Fresh fruits; Fresh vegetables; Nursery stock;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017563,2014-11-29 13:10:53,2014-11-29 13:31:15,2014-11-29 13:31:15,69 Beach Hill Road,New Ashford,Massachusetts,25,01237,Jennings Brook Farm,,maureen jennings,,03/01/2014,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 9:00 AM - 6:00 PM;,"During the maple sugar season we will be open when we are boiling, feel free to call to see if we are boiling that day.",Bedding plants; Crafts and/or woodworking items; Eggs; Herbs; Fresh fruits; Fresh vegetables; Honey; Juices; Maple products;,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017249,2014-08-23 07:27:55,2014-08-23 07:32:38,2014-08-23 07:32:38,58 Weston Hill Road,Mont Vernon,New Hampshire,33,03057,Jennings Family Farm,,https://www.facebook.com/pages/Jennings-Family-Farm/207505105929625,,05/01/2014 to 12/28/2014,,,Dairy products;,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
